rank,rank_offset,global_draw_position,mixed_dataset_index,dataset,child_index,sample_id
0,546,208,350,rio,350,scene0155_01-scene0155_00
0,547,1635,1721,scannet,547,scene0298_00
0,548,663,567,rio,567,scene0234_03-scene0234_05
0,549,828,522,rio,522,scene0217_00-scene0217_05
0,550,1420,713,rio,713,scene0294_03-scene0294_00
0,551,2105,2322,scannet,1148,scene0666_01
0,552,2020,19,rio,19,scene0006_01-scene0006_02
0,553,1550,1009,rio,1009,scene0418_01-scene0418_00
0,554,1612,741,rio,741,scene0306_01-scene0306_00
0,555,1524,302,rio,302,scene0128_00-scene0128_01
0,556,1544,483,rio,483,scene0198_05-scene0198_07
0,557,1118,2364,scannet,1190,scene0694_01
0,558,34,1905,scannet,731,scene0408_00
0,559,477,830,rio,830,scene0342_01-scene0342_00
0,560,1939,1481,scannet,307,scene0165_01
0,561,723,195,rio,195,scene0083_02-scene0083_03
0,562,981,2368,scannet,1194,scene0703_01
0,563,1896,1193,scannet,19,scene0009_01
0,564,573,2348,scannet,1174,scene0679_01
0,565,891,1237,scannet,63,scene0035_00
0,566,1326,1917,scannet,743,scene0415_02
0,567,1898,946,rio,946,scene0393_00-scene0393_01
0,568,198,856,rio,856,scene0352_02-scene0352_00
0,569,576,2094,scannet,920,scene0515_02
0,570,1785,272,rio,272,scene0116_03-scene0116_01
0,571,1019,1872,scannet,698,scene0391_00
0,572,1477,189,rio,189,scene0082_00-scene0082_03
0,573,984,1109,rio,1109,scene0452_02-scene0452_01
0,574,221,1228,scannet,54,scene0031_00
0,575,1022,641,rio,641,scene0265_00-scene0265_02
0,576,1371,2082,scannet,908,scene0509_02
0,577,1100,958,rio,958,scene0397_01-scene0397_00
0,578,768,916,rio,916,scene0374_02-scene0374_01
0,579,1115,413,rio,413,scene0176_03-scene0176_02
0,580,578,953,rio,953,scene0395_01-scene0395_02
0,581,68,238,rio,238,scene0101_03-scene0101_01
0,582,1058,1718,scannet,544,scene0297_00
0,583,48,1887,scannet,713,scene0397_00
0,584,1017,42,rio,42,scene0014_02-scene0014_00
0,585,1381,978,rio,978,scene0404_02-scene0404_03
0,586,1741,357,rio,357,scene0158_01-scene0158_04
0,587,134,124,rio,124,scene0054_00-scene0054_01
0,588,1920,526,rio,526,scene0217_04-scene0217_02
0,589,1221,289,rio,289,scene0123_04-scene0123_02
0,590,1411,1736,scannet,562,scene0308_00
0,591,1401,168,rio,168,scene0072_00-scene0072_01
0,592,250,634,rio,634,scene0263_00-scene0263_02
0,593,605,1042,rio,1042,scene0426_06-scene0426_07
0,594,1992,5,rio,5,scene0002_01-scene0002_00
0,595,1971,289,rio,289,scene0123_04-scene0123_02
0,596,431,1256,scannet,82,scene0044_00
0,597,1509,198,rio,198,scene0084_00-scene0084_03
0,598,1905,368,rio,368,scene0164_00-scene0164_01
0,599,1700,1035,rio,1035,scene0425_02-scene0425_01
0,600,1602,693,rio,693,scene0287_00-scene0287_01
0,601,1052,179,rio,179,scene0076_02-scene0076_01
0,602,501,2102,scannet,928,scene0520_01
0,603,1369,1968,scannet,794,scene0447_01
0,604,720,1481,scannet,307,scene0165_01
0,605,767,355,rio,355,scene0157_01-scene0157_00
0,606,1540,596,rio,596,scene0246_02-scene0246_00
0,607,1715,71,rio,71,scene0027_03-scene0027_01
0,608,595,262,rio,262,scene0112_01-scene0112_00
0,609,760,891,rio,891,scene0364_03-scene0364_00
0,610,81,928,rio,928,scene0382_00-scene0382_01
0,611,2070,1873,scannet,699,scene0392_00
0,612,1604,1451,scannet,277,scene0150_00
0,613,600,2103,scannet,929,scene0521_00
0,614,770,741,rio,741,scene0306_01-scene0306_00
0,615,1694,65,rio,65,scene0026_00-scene0026_01
0,616,304,2036,scannet,862,scene0480_01
0,617,1298,765,rio,765,scene0315_00-scene0315_01
0,618,337,461,rio,461,scene0194_04-scene0194_02
0,619,143,2319,scannet,1145,scene0662_01
0,620,1428,1951,scannet,777,scene0437_00
0,621,604,2042,scannet,868,scene0484_00
0,622,557,2367,scannet,1193,scene0703_00
0,623,757,919,rio,919,scene0375_02-scene0375_00
0,624,2012,315,rio,315,scene0136_00-scene0136_01
0,625,1026,249,rio,249,scene0105_02-scene0105_01
0,626,1059,778,rio,778,scene0321_01-scene0321_00
0,627,1130,358,rio,358,scene0158_02-scene0158_03
0,628,954,78,rio,78,scene0032_01-scene0032_03
0,629,540,1331,scannet,157,scene0087_01
0,630,1599,1571,scannet,397,scene0214_02
0,631,2052,1403,scannet,229,scene0121_00
0,632,1393,1342,scannet,168,scene0092_04
0,633,487,1000,rio,1000,scene0414_01-scene0414_00
0,634,1792,1025,rio,1025,scene0423_10-scene0423_06
0,635,130,2141,scannet,967,scene0541_02
0,636,1184,379,rio,379,scene0167_01-scene0167_02
0,637,95,936,rio,936,scene0386_00-scene0386_01
0,638,1235,1317,scannet,143,scene0078_00
0,639,239,1297,scannet,123,scene0067_00
0,640,1082,1611,scannet,437,scene0241_00
0,641,1207,143,rio,143,scene0063_01-scene0063_00
0,642,163,511,rio,511,scene0214_00-scene0214_01
0,643,1654,150,rio,150,scene0066_00-scene0066_04
0,644,1892,2157,scannet,983,scene0551_00
0,645,136,23,rio,23,scene0007_00-scene0007_02
0,646,273,1986,scannet,812,scene0453_00
0,647,588,1850,scannet,676,scene0376_02
0,648,162,990,rio,990,scene0408_01-scene0408_00
0,649,1766,2173,scannet,999,scene0567_00
0,650,1244,260,rio,260,scene0111_01-scene0111_00
0,651,2064,706,rio,706,scene0292_03-scene0292_00
0,652,319,1495,scannet,321,scene0172_00
0,653,526,975,rio,975,scene0403_06-scene0403_00
0,654,293,728,rio,728,scene0302_00-scene0302_01
0,655,1800,651,rio,651,scene0271_00-scene0271_01
0,656,1647,202,rio,202,scene0085_00-scene0085_01
0,657,1821,1092,rio,1092,scene0444_02-scene0444_01
0,658,1793,2195,scannet,1021,scene0581_01
0,659,739,573,rio,573,scene0235_02-scene0235_01
0,660,153,2313,scannet,1139,scene0656_03
0,661,1935,351,rio,351,scene0155_02-scene0155_01
0,662,1517,940,rio,940,scene0388_00-scene0388_01
0,663,1142,1095,rio,1095,scene0445_00-scene0445_01
0,664,1245,1430,scannet,256,scene0136_00
0,665,1937,597,rio,597,scene0246_03-scene0246_02
0,666,118,2273,scannet,1099,scene0627_01
0,667,1894,1084,rio,1084,scene0442_02-scene0442_03
0,668,1421,383,rio,383,scene0169_00-scene0169_01
0,669,1324,204,rio,204,scene0085_02-scene0085_00
0,670,830,870,rio,870,scene0356_03-scene0356_01
0,671,1930,404,rio,404,scene0175_02-scene0175_05
0,672,481,92,rio,92,scene0037_01-scene0037_00
0,673,398,2033,scannet,859,scene0479_01
0,674,1825,673,rio,673,scene0277_03-scene0277_06
0,675,1386,1536,scannet,362,scene0197_01
0,676,1209,409,rio,409,scene0175_07-scene0175_04
0,677,1833,2342,scannet,1168,scene0676_00
0,678,1362,1650,scannet,476,scene0264_00
0,679,1150,493,rio,493,scene0204_00-scene0204_01
0,680,1975,1106,rio,1106,scene0451_01-scene0451_00
0,681,610,1803,scannet,629,scene0350_00
0,682,670,1275,scannet,101,scene0055_01
0,683,1542,1193,scannet,19,scene0009_01
0,684,407,1019,rio,1019,scene0423_04-scene0423_01
0,685,1922,910,rio,910,scene0372_02-scene0372_03
0,686,989,2184,scannet,1010,scene0572_02
0,687,857,1089,rio,1089,scene0443_02-scene0443_00
0,688,1495,2144,scannet,970,scene0543_01
0,689,345,1883,scannet,709,scene0395_02
0,690,1437,877,rio,877,scene0361_01-scene0361_00
0,691,1653,1245,scannet,71,scene0039_00
0,692,83,1920,scannet,746,scene0416_02
0,693,522,636,rio,636,scene0263_02-scene0263_03
0,694,695,808,rio,808,scene0333_00-scene0333_01
0,695,1006,1038,rio,1038,scene0426_02-scene0426_05
0,696,1205,2348,scannet,1174,scene0679_01
0,697,975,601,rio,601,scene0247_01-scene0247_00
0,698,1539,717,rio,717,scene0295_03-scene0295_01
0,699,979,2280,scannet,1106,scene0630_03
0,700,620,2168,scannet,994,scene0561_01
0,701,1564,995,rio,995,scene0412_01-scene0412_00
0,702,160,316,rio,316,scene0136_01-scene0136_00
0,703,950,1830,scannet,656,scene0367_01
0,704,806,1796,scannet,622,scene0347_01
0,705,1161,57,rio,57,scene0022_01-scene0022_00
0,706,222,1556,scannet,382,scene0209_00
0,707,172,2175,scannet,1001,scene0569_00
0,708,1247,2312,scannet,1138,scene0656_02
0,709,214,63,rio,63,scene0025_00-scene0025_01
0,710,1092,1569,scannet,395,scene0214_00
0,711,1850,61,rio,61,scene0024_00-scene0024_01
0,712,1721,749,rio,749,scene0308_02-scene0308_01
0,713,421,1525,scannet,351,scene0191_00
0,714,937,63,rio,63,scene0025_00-scene0025_01
0,715,289,2120,scannet,946,scene0530_00
0,716,1129,630,rio,630,scene0261_01-scene0261_00
0,717,1063,999,rio,999,scene0414_00-scene0414_01
0,718,574,552,rio,552,scene0228_01-scene0228_05
0,719,13,588,rio,588,scene0243_03-scene0243_01
0,720,1471,2292,scannet,1118,scene0638_00
0,721,60,114,rio,114,scene0048_02-scene0048_01
0,722,751,196,rio,196,scene0083_03-scene0083_04
0,723,874,861,rio,861,scene0354_00-scene0354_02
0,724,2060,1160,rio,1160,scene0473_02-scene0473_01
0,725,1259,440,rio,440,scene0186_03-scene0186_01
0,726,1861,553,rio,553,scene0228_02-scene0228_06
0,727,2065,1647,scannet,473,scene0262_01
0,728,132,981,rio,981,scene0405_01-scene0405_00
0,729,1776,539,rio,539,scene0223_01-scene0223_00
0,730,137,520,rio,520,scene0216_04-scene0216_00
0,731,882,273,rio,273,scene0116_04-scene0116_03
0,732,366,554,rio,554,scene0228_03-scene0228_02
0,733,1657,814,rio,814,scene0335_02-scene0335_01
0,734,1442,483,rio,483,scene0198_05-scene0198_07
0,735,1194,2143,scannet,969,scene0543_00
0,736,71,242,rio,242,scene0103_01-scene0103_00
0,737,1786,695,rio,695,scene0287_02-scene0287_04
0,738,1238,2308,scannet,1134,scene0654_00
0,739,203,1720,scannet,546,scene0297_02
0,740,718,2046,scannet,872,scene0487_00
0,741,1686,756,rio,756,scene0313_00-scene0313_02
0,742,675,1281,scannet,107,scene0058_00
0,743,2085,220,rio,220,scene0093_01-scene0093_00
0,744,1580,1026,rio,1026,scene0423_11-scene0423_05
0,745,1440,67,rio,67,scene0026_02-scene0026_00
0,746,1135,1695,scannet,521,scene0286_02
0,747,1774,631,rio,631,scene0261_02-scene0261_01
0,748,543,660,rio,660,scene0274_01-scene0274_00
0,749,1777,728,rio,728,scene0302_00-scene0302_01
0,750,790,1159,rio,1159,scene0473_01-scene0473_03
0,751,690,361,rio,361,scene0161_00-scene0161_01
0,752,1410,1911,scannet,737,scene0411_00
0,753,370,2328,scannet,1154,scene0669_00
0,754,1214,657,rio,657,scene0273_01-scene0273_02
0,755,85,51,rio,51,scene0017_02-scene0017_00
0,756,896,703,rio,703,scene0292_00-scene0292_02
0,757,1804,506,rio,506,scene0212_00-scene0212_01
0,758,859,193,rio,193,scene0083_00-scene0083_01
0,759,1943,1844,scannet,670,scene0374_00
0,760,1639,1707,scannet,533,scene0292_00
0,761,283,1986,scannet,812,scene0453_00
0,762,603,809,rio,809,scene0333_01-scene0333_00
0,763,2026,142,rio,142,scene0063_00-scene0063_02
0,764,1189,2155,scannet,981,scene0548_01
0,765,2110,1007,rio,1007,scene0417_01-scene0417_00
0,766,926,799,rio,799,scene0328_02-scene0328_01
0,767,1719,1424,scannet,250,scene0132_02
0,768,1606,1854,scannet,680,scene0380_02
0,769,1831,2261,scannet,1087,scene0620_01
0,770,717,857,rio,857,scene0352_03-scene0352_02
0,771,1387,956,rio,956,scene0396_01-scene0396_00
0,772,1925,670,rio,670,scene0277_00-scene0277_04
0,773,1902,2222,scannet,1048,scene0592_01
0,774,1852,2194,scannet,1020,scene0581_00
0,775,1893,1912,scannet,738,scene0411_01
0,776,2091,2009,scannet,835,scene0469_00
0,777,1070,2120,scannet,946,scene0530_00
0,778,2007,37,rio,37,scene0012_01-scene0012_00
0,779,263,859,rio,859,scene0353_01-scene0353_02
0,780,585,1540,scannet,366,scene0200_00
0,781,1855,125,rio,125,scene0054_01-scene0054_00
0,782,1718,718,rio,718,scene0296_00-scene0296_01
0,783,997,5,rio,5,scene0002_01-scene0002_00
0,784,1280,277,rio,277,scene0118_00-scene0118_01
0,785,409,519,rio,519,scene0216_03-scene0216_05
0,786,793,1631,scannet,457,scene0254_00
0,787,1008,2265,scannet,1091,scene0623_01
0,788,614,113,rio,113,scene0048_01-scene0048_00
0,789,689,2047,scannet,873,scene0487_01
0,790,1659,1905,scannet,731,scene0408_00
0,791,1756,612,rio,612,scene0253_00-scene0253_01
0,792,411,455,rio,455,scene0193_00-scene0193_01
0,793,738,1484,scannet,310,scene0166_01
0,794,1614,1585,scannet,411,scene0225_00
0,795,583,516,rio,516,scene0216_00-scene0216_02
0,796,1945,1064,rio,1064,scene0434_01-scene0434_00
0,797,598,1094,rio,1094,scene0444_04-scene0444_02
0,798,1709,1299,scannet,125,scene0067_02
0,799,560,1884,scannet,710,scene0396_00
0,800,1591,1708,scannet,534,scene0292_01
0,801,305,2164,scannet,990,scene0557_01
0,802,383,879,rio,879,scene0361_03-scene0361_04
0,803,866,1430,scannet,256,scene0136_00
0,804,66,1063,rio,1063,scene0434_00-scene0434_02
0,805,1583,1971,scannet,797,scene0448_01
0,806,2018,273,rio,273,scene0116_04-scene0116_03
0,807,561,1036,rio,1036,scene0426_00-scene0426_01
0,808,940,327,rio,327,scene0142_01-scene0142_00
0,809,2045,1302,scannet,128,scene0069_00
0,810,116,2102,scannet,928,scene0520_01
0,811,1628,1608,scannet,434,scene0239_01
0,812,371,1576,scannet,402,scene0218_01
0,813,879,757,rio,757,scene0313_01-scene0313_03
0,814,140,2328,scannet,1154,scene0669_00
0,815,1487,2069,scannet,895,scene0504_00
0,816,1534,992,rio,992,scene0411_01-scene0411_02
0,817,1834,2139,scannet,965,scene0541_00
0,818,347,1510,scannet,336,scene0181_00
0,819,1124,1122,rio,1122,scene0457_01-scene0457_00
0,820,594,924,rio,924,scene0378_00-scene0378_01
0,821,1845,903,rio,903,scene0368_00-scene0368_01
0,822,987,1499,scannet,325,scene0173_02
0,823,579,878,rio,878,scene0361_02-scene0361_01
0,824,1412,774,rio,774,scene0318_01-scene0318_00
0,825,688,1848,scannet,674,scene0376_00
0,826,911,608,rio,608,scene0251_01-scene0251_02
0,827,2062,1566,scannet,392,scene0212_01
0,828,1014,2305,scannet,1131,scene0649_00
0,829,171,1736,scannet,562,scene0308_00
0,830,498,2095,scannet,921,scene0516_00
0,831,1713,648,rio,648,scene0268_00-scene0268_02
0,832,1706,1153,rio,1153,scene0472_00-scene0472_02
0,833,892,1109,rio,1109,scene0452_02-scene0452_01
0,834,1586,117,rio,117,scene0049_02-scene0049_01
0,835,457,1302,scannet,128,scene0069_00
0,836,1799,2156,scannet,982,scene0548_02
0,837,1188,912,rio,912,scene0373_00-scene0373_01
0,838,918,1530,scannet,356,scene0192_02
0,839,809,908,rio,908,scene0372_00-scene0372_01
0,840,1528,1413,scannet,239,scene0125_00
0,841,1431,2093,scannet,919,scene0515_01
0,842,348,753,rio,753,scene0312_01-scene0312_00
0,843,1666,2236,scannet,1062,scene0603_00
0,844,635,2351,scannet,1177,scene0681_00
0,845,1203,142,rio,142,scene0063_00-scene0063_02
0,846,2099,1744,scannet,570,scene0312_01
0,847,541,318,rio,318,scene0137_01-scene0137_00
0,848,1027,178,rio,178,scene0076_01-scene0076_00
0,849,179,1372,scannet,198,scene0107_00
0,850,627,2289,scannet,1115,scene0635_00
0,851,1438,774,rio,774,scene0318_01-scene0318_00
0,852,1466,312,rio,312,scene0134_01-scene0134_00
0,853,1292,1718,scannet,544,scene0297_00
0,854,1274,243,rio,243,scene0104_00-scene0104_01
0,855,245,337,rio,337,scene0147_00-scene0147_01
0,856,253,161,rio,161,scene0068_02-scene0068_03
0,857,1634,321,rio,321,scene0138_02-scene0138_01
0,858,39,1763,scannet,589,scene0324_01
0,859,365,690,rio,690,scene0285_01-scene0285_00
0,860,217,2058,scannet,884,scene0498_00
0,861,1143,199,rio,199,scene0084_01-scene0084_02
0,862,1983,1402,scannet,228,scene0120_01
0,863,1166,81,rio,81,scene0033_00-scene0033_01
0,864,1820,1599,scannet,425,scene0234_00
0,865,630,552,rio,552,scene0228_01-scene0228_05
0,866,650,2295,scannet,1121,scene0640_01
0,867,223,970,rio,970,scene0403_01-scene0403_02
0,868,117,2257,scannet,1083,scene0615_01
0,869,11,865,rio,865,scene0355_00-scene0355_01
0,870,817,937,rio,937,scene0386_01-scene0386_00
0,871,1795,148,rio,148,scene0065_01-scene0065_00
0,872,1105,193,rio,193,scene0083_00-scene0083_01
0,873,1216,1862,scannet,688,scene0385_00
0,874,1030,303,rio,303,scene0128_01-scene0128_00
0,875,1375,1033,rio,1033,scene0425_00-scene0425_02
0,876,1652,1893,scannet,719,scene0400_00
0,877,538,669,rio,669,scene0276_04-scene0276_00
0,878,1047,1549,scannet,375,scene0204_02
0,879,754,2124,scannet,950,scene0533_00
0,880,1128,958,rio,958,scene0397_01-scene0397_00
0,881,284,2224,scannet,1050,scene0596_00
0,882,1087,636,rio,636,scene0263_02-scene0263_03
0,883,651,1649,scannet,475,scene0263_01
0,884,2103,736,rio,736,scene0304_02-scene0304_00
0,885,384,1288,scannet,114,scene0061_00
0,886,1664,1485,scannet,311,scene0166_02
0,887,1995,1983,scannet,809,scene0452_00
0,888,148,1572,scannet,398,scene0215_00
0,889,1314,833,rio,833,scene0343_01-scene0343_00
0,890,406,860,rio,860,scene0353_02-scene0353_00
0,891,472,948,rio,948,scene0394_00-scene0394_01
0,892,1013,699,rio,699,scene0288_01-scene0288_00
0,893,680,190,rio,190,scene0082_01-scene0082_02
0,894,999,1417,scannet,243,scene0127_00
0,895,1341,1232,scannet,58,scene0032_01
0,896,1986,495,rio,495,scene0205_00-scene0205_02
0,897,838,157,rio,157,scene0067_02-scene0067_03
0,898,1349,1912,scannet,738,scene0411_01
0,899,342,538,rio,538,scene0223_00-scene0223_02
0,900,746,1066,rio,1066,scene0435_00-scene0435_02
0,901,1897,2098,scannet,924,scene0517_01
0,902,1864,112,rio,112,scene0048_00-scene0048_02
0,903,1978,432,rio,432,scene0184_00-scene0184_01
0,904,571,517,rio,517,scene0216_01-scene0216_04
0,905,329,1161,rio,1161,scene0473_03-scene0473_00
0,906,530,263,rio,263,scene0113_00-scene0113_01
0,907,1611,511,rio,511,scene0214_00-scene0214_01
0,908,957,1474,scannet,300,scene0161_00
0,909,1865,117,rio,117,scene0049_02-scene0049_01
0,910,808,1356,scannet,182,scene0101_01
0,911,1739,2337,scannet,1163,scene0673_05
0,912,968,1753,scannet,579,scene0319_00
0,913,109,1041,rio,1041,scene0426_05-scene0426_06
0,914,1712,1773,scannet,599,scene0332_02
0,915,1266,2084,scannet,910,scene0510_01
0,916,288,1657,scannet,483,scene0266_01
0,917,1137,818,rio,818,scene0337_00-scene0337_03
0,918,1949,870,rio,870,scene0356_03-scene0356_01
0,919,575,739,rio,739,scene0305_02-scene0305_01
0,920,822,220,rio,220,scene0093_01-scene0093_00
0,921,1183,1121,rio,1121,scene0457_00-scene0457_01
0,922,1955,2327,scannet,1153,scene0668_00
0,923,1132,1672,scannet,498,scene0273_00
0,924,423,45,rio,45,scene0015_02-scene0015_01
0,925,1464,310,rio,310,scene0133_01-scene0133_00
0,926,1942,263,rio,263,scene0113_00-scene0113_01
0,927,1384,453,rio,453,scene0192_00-scene0192_01
0,928,902,420,rio,420,scene0178_00-scene0178_01
0,929,447,2075,scannet,901,scene0506_00
0,930,35,131,rio,131,scene0057_01-scene0057_02
0,931,945,1958,scannet,784,scene0440_02
0,932,1500,1551,scannet,377,scene0205_01
0,933,1400,561,rio,561,scene0232_01-scene0232_00
0,934,31,925,rio,925,scene0378_01-scene0378_00
0,935,474,779,rio,779,scene0322_00-scene0322_01
0,936,9,2098,scannet,924,scene0517_01
0,937,122,830,rio,830,scene0342_01-scene0342_00
0,938,679,1722,scannet,548,scene0299_00
0,939,195,201,rio,201,scene0084_03-scene0084_01
0,940,931,2264,scannet,1090,scene0623_00
0,941,1134,2284,scannet,1110,scene0631_00
0,942,685,1542,scannet,368,scene0200_02
0,943,1286,565,rio,565,scene0234_01-scene0234_02
0,944,692,1028,rio,1028,scene0424_01-scene0424_00
0,945,753,621,rio,621,scene0257_00-scene0257_01
0,946,119,2308,scannet,1134,scene0654_00
0,947,869,1899,scannet,725,scene0404_00
0,948,494,730,rio,730,scene0302_02-scene0302_00
0,949,1380,1121,rio,1121,scene0457_00-scene0457_01
0,950,1615,1821,scannet,647,scene0362_03
0,951,465,515,rio,515,scene0215_02-scene0215_00
0,952,1051,418,rio,418,scene0177_00-scene0177_01
0,953,1783,669,rio,669,scene0276_04-scene0276_00
0,954,1696,2367,scannet,1193,scene0703_00
0,955,55,1552,scannet,378,scene0205_02
0,956,1002,215,rio,215,scene0091_02-scene0091_01
0,957,1040,179,rio,179,scene0076_02-scene0076_01
0,958,1915,2287,scannet,1113,scene0632_00
0,959,201,702,rio,702,scene0291_02-scene0291_01
0,960,1933,242,rio,242,scene0103_01-scene0103_00
0,961,1501,1997,scannet,823,scene0460_00
0,962,455,710,rio,710,scene0294_00-scene0294_02
0,963,1126,1482,scannet,308,scene0165_02
0,964,636,262,rio,262,scene0112_01-scene0112_00
0,965,915,822,rio,822,scene0338_00-scene0338_02
0,966,135,1820,scannet,646,scene0362_02
0,967,1385,534,rio,534,scene0221_02-scene0221_00
0,968,1243,1818,scannet,644,scene0362_00
0,969,941,1675,scannet,501,scene0274_01
0,970,1171,223,rio,223,scene0095_00-scene0095_02
0,971,1658,1364,scannet,190,scene0103_01
0,972,114,1013,rio,1013,scene0422_00-scene0422_01
0,973,380,74,rio,74,scene0028_02-scene0028_00
0,974,446,498,rio,498,scene0206_00-scene0206_01
0,975,555,167,rio,167,scene0071_02-scene0071_00
0,976,142,605,rio,605,scene0248_01-scene0248_02
0,977,851,2197,scannet,1023,scene0582_00
0,978,237,1473,scannet,299,scene0160_04
0,979,391,1789,scannet,615,scene0344_00
0,980,357,2147,scannet,973,scene0545_00
0,981,740,2126,scannet,952,scene0534_00
0,982,1308,1945,scannet,771,scene0431_00
0,983,1064,1822,scannet,648,scene0363_00
0,984,1705,589,rio,589,scene0244_00-scene0244_02
0,985,1144,917,rio,917,scene0375_00-scene0375_01
0,986,986,1694,scannet,520,scene0286_01
0,987,181,1966,scannet,792,scene0446_01
0,988,389,1218,scannet,44,scene0024_01
0,989,1254,1645,scannet,471,scene0261_03
0,990,2030,1635,scannet,461,scene0255_02
0,991,1755,996,rio,996,scene0413_00-scene0413_01
0,992,1201,2327,scannet,1153,scene0668_00
0,993,726,146,rio,146,scene0064_01-scene0064_00
0,994,252,784,rio,784,scene0324_01-scene0324_02
0,995,1989,1270,scannet,96,scene0052_01
0,996,860,305,rio,305,scene0131_01-scene0131_00
0,997,795,845,rio,845,scene0345_01-scene0345_00
0,998,862,672,rio,672,scene0277_02-scene0277_07
0,999,62,1467,scannet,293,scene0158_02
0,1000,37,1353,scannet,179,scene0099_00
0,1001,1397,996,rio,996,scene0413_00-scene0413_01
0,1002,1695,114,rio,114,scene0048_02-scene0048_01
0,1003,267,1515,scannet,341,scene0182_01
0,1004,1994,1191,scannet,17,scene0008_00
0,1005,352,1982,scannet,808,scene0451_05
0,1006,951,835,rio,835,scene0343_03-scene0343_05
0,1007,839,2321,scannet,1147,scene0666_00
0,1008,1605,1640,scannet,466,scene0260_01
0,1009,835,710,rio,710,scene0294_00-scene0294_02
0,1010,1237,1448,scannet,274,scene0147_00
0,1011,1956,387,rio,387,scene0171_01-scene0171_02
0,1012,980,990,rio,990,scene0408_01-scene0408_00
0,1013,827,161,rio,161,scene0068_02-scene0068_03
0,1014,359,2307,scannet,1133,scene0650_00
0,1015,416,106,rio,106,scene0045_01-scene0045_00
0,1016,518,833,rio,833,scene0343_01-scene0343_00
0,1017,621,1033,rio,1033,scene0425_00-scene0425_02
0,1018,18,437,rio,437,scene0186_00-scene0186_04
0,1019,1422,1033,rio,1033,scene0425_00-scene0425_02
0,1020,865,1882,scannet,708,scene0395_01
0,1021,1321,800,rio,800,scene0329_00-scene0329_01
0,1022,1791,243,rio,243,scene0104_00-scene0104_01
0,1023,458,484,rio,484,scene0198_06-scene0198_02
0,1024,1553,1151,rio,1151,scene0471_02-scene0471_01
0,1025,750,32,rio,32,scene0008_04-scene0008_03
0,1026,1149,204,rio,204,scene0085_02-scene0085_00
0,1027,154,1198,scannet,24,scene0012_01
0,1028,1613,396,rio,396,scene0174_01-scene0174_03
0,1029,1066,131,rio,131,scene0057_01-scene0057_02
0,1030,63,311,rio,311,scene0134_00-scene0134_01
0,1031,1730,872,rio,872,scene0357_01-scene0357_00
0,1032,1884,241,rio,241,scene0103_00-scene0103_01
0,1033,1645,942,rio,942,scene0391_00-scene0391_01
0,1034,1363,121,rio,121,scene0052_01-scene0052_00
0,1035,759,714,rio,714,scene0295_00-scene0295_02
0,1036,855,1465,scannet,291,scene0158_00
0,1037,871,284,rio,284,scene0122_02-scene0122_01
0,1038,1476,1332,scannet,158,scene0087_02
0,1039,854,294,rio,294,scene0125_02-scene0125_03
0,1040,978,66,rio,66,scene0026_01-scene0026_02
0,1041,625,935,rio,935,scene0385_01-scene0385_00
0,1042,780,1846,scannet,672,scene0375_01
0,1043,1772,732,rio,732,scene0303_01-scene0303_02
0,1044,1848,1270,scannet,96,scene0052_01
0,1045,713,1770,scannet,596,scene0331_01
0,1046,1607,146,rio,146,scene0064_01-scene0064_00
0,1047,938,437,rio,437,scene0186_00-scene0186_04
0,1048,773,1081,rio,1081,scene0441_02-scene0441_00
0,1049,905,2081,scannet,907,scene0509_01
0,1050,764,1061,rio,1061,scene0433_02-scene0433_01
0,1051,1891,640,rio,640,scene0264_02-scene0264_01
0,1052,517,1175,scannet,1,scene0000_01
0,1053,1903,357,rio,357,scene0158_01-scene0158_04
0,1054,678,579,rio,579,scene0238_00-scene0238_01
0,1055,2081,1416,scannet,242,scene0126_02
1,0,558,580,rio,580,scene0238_01-scene0238_00
1,1,1655,1191,scannet,17,scene0008_00
1,2,2077,2346,scannet,1172,scene0677_02
1,3,1885,861,rio,861,scene0354_00-scene0354_02
1,4,1987,650,rio,650,scene0268_02-scene0268_01
1,5,361,1535,scannet,361,scene0197_00
1,6,147,538,rio,538,scene0223_00-scene0223_02
1,7,766,1726,scannet,552,scene0301_02
1,8,22,1842,scannet,668,scene0373_00
1,9,563,1819,scannet,645,scene0362_01
1,10,1601,640,rio,640,scene0264_02-scene0264_01
1,11,744,427,rio,427,scene0182_01-scene0182_00
1,12,1692,464,rio,464,scene0195_01-scene0195_02
1,13,2037,818,rio,818,scene0337_00-scene0337_03
1,14,776,483,rio,483,scene0198_05-scene0198_07
1,15,312,1590,scannet,416,scene0229_00
1,16,96,2218,scannet,1044,scene0589_02
1,17,475,3,rio,3,scene0001_03-scene0001_02
1,18,564,2186,scannet,1012,scene0573_01
1,19,440,1107,rio,1107,scene0452_00-scene0452_02
1,20,1558,2313,scannet,1139,scene0656_03
1,21,535,1002,rio,1002,scene0415_01-scene0415_00
1,22,303,575,rio,575,scene0236_01-scene0236_00
1,23,1291,400,rio,400,scene0174_05-scene0174_02
1,24,54,752,rio,752,scene0312_00-scene0312_02
1,25,1610,1216,scannet,42,scene0023_00
1,26,1876,1167,rio,1167,scene0475_02-scene0475_03
1,27,1067,60,rio,60,scene0023_02-scene0023_00
1,28,164,1848,scannet,674,scene0376_00
1,29,712,942,rio,942,scene0391_00-scene0391_01
1,30,1763,1638,scannet,464,scene0259_01
