population_id,reference_id,sequence_id,transition,scan_id,prior_point_count,current_point_count,status
development,4acaebc0-6c10-2a2a-852e-0226d6539299,scene0175_06-scene0175_05-scene0175_00-scene0175_04-scene0175_02,3->4,scene0175_04,34957,34957,IDENTICAL
development,4acaebc0-6c10-2a2a-852e-0226d6539299,scene0175_07-scene0175_01-scene0175_06-scene0175_05-scene0175_00,0->1,scene0175_07,32873,32873,IDENTICAL
development,4acaebc0-6c10-2a2a-852e-0226d6539299,scene0175_07-scene0175_01-scene0175_06-scene0175_05-scene0175_00,1->2,scene0175_01,34883,34883,IDENTICAL
development,4acaebc0-6c10-2a2a-852e-0226d6539299,scene0175_07-scene0175_01-scene0175_06-scene0175_05-scene0175_00,2->3,scene0175_06,36391,36391,IDENTICAL
development,4acaebc0-6c10-2a2a-852e-0226d6539299,scene0175_07-scene0175_01-scene0175_06-scene0175_05-scene0175_00,3->4,scene0175_05,37060,37060,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_00-scene0194_01-scene0194_03-scene0194_05-scene0194_02,0->1,scene0194_00,60409,60409,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_00-scene0194_01-scene0194_03-scene0194_05-scene0194_02,1->2,scene0194_01,61110,61110,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_00-scene0194_01-scene0194_03-scene0194_05-scene0194_02,2->3,scene0194_03,60529,60529,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_00-scene0194_01-scene0194_03-scene0194_05-scene0194_02,3->4,scene0194_05,51977,51977,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_01-scene0194_03-scene0194_05-scene0194_02-scene0194_04,0->1,scene0194_01,61110,61110,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_01-scene0194_03-scene0194_05-scene0194_02-scene0194_04,1->2,scene0194_03,60529,60529,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_01-scene0194_03-scene0194_05-scene0194_02-scene0194_04,2->3,scene0194_05,51977,51977,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_01-scene0194_03-scene0194_05-scene0194_02-scene0194_04,3->4,scene0194_02,55991,55991,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_02-scene0194_04-scene0194_00-scene0194_01-scene0194_03,0->1,scene0194_02,55991,55991,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_02-scene0194_04-scene0194_00-scene0194_01-scene0194_03,1->2,scene0194_04,61718,61718,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_02-scene0194_04-scene0194_00-scene0194_01-scene0194_03,2->3,scene0194_00,60409,60409,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_02-scene0194_04-scene0194_00-scene0194_01-scene0194_03,3->4,scene0194_01,61110,61110,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_03-scene0194_05-scene0194_02-scene0194_04-scene0194_00,0->1,scene0194_03,60529,60529,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_03-scene0194_05-scene0194_02-scene0194_04-scene0194_00,1->2,scene0194_05,51977,51977,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_03-scene0194_05-scene0194_02-scene0194_04-scene0194_00,2->3,scene0194_02,55991,55991,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_03-scene0194_05-scene0194_02-scene0194_04-scene0194_00,3->4,scene0194_04,61718,61718,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_04-scene0194_00-scene0194_01-scene0194_03-scene0194_05,0->1,scene0194_04,61718,61718,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_04-scene0194_00-scene0194_01-scene0194_03-scene0194_05,1->2,scene0194_00,60409,60409,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_04-scene0194_00-scene0194_01-scene0194_03-scene0194_05,2->3,scene0194_01,61110,61110,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_04-scene0194_00-scene0194_01-scene0194_03-scene0194_05,3->4,scene0194_03,60529,60529,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_05-scene0194_02-scene0194_04-scene0194_00-scene0194_01,0->1,scene0194_05,51977,51977,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_05-scene0194_02-scene0194_04-scene0194_00-scene0194_01,1->2,scene0194_02,55991,55991,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_05-scene0194_02-scene0194_04-scene0194_00-scene0194_01,2->3,scene0194_04,61718,61718,IDENTICAL
development,50e7c0ad-0730-2a5f-8635-252404ee82e0,scene0194_05-scene0194_02-scene0194_04-scene0194_00-scene0194_01,3->4,scene0194_00,60409,60409,IDENTICAL
